UserID,pref
1517,"288,594,1105,1124,310,1018,2496,1849,240,2098,852,1537,2702,1261,157,3652,2945,1023,2899,2795,108,1884,755,859,1024,1175,1066"
1518,"1107,254,2375,1121,528,1125,1026,1111,576,1149,3239,1179,864,1110,2335,714,32,1051,1454,1162,3295,3462,2593,2758,2427,2461,467,1006,2463"
1519,"2786,2652,594,580,1108,2600,288,2587,2558,1168,1486,1296,514,2401,2203,1124,2945,3319,240,2711,528,2960,1008,3623,1782,1994,3369"
1520,"107,467,576,1450,803,1168,1132,1108,3511,1564,444,848,2100,3342,2263,1421,3322,1789,3249,628,2945,2711,1479,1149,2749,347,738,2587,2709,3278"
1521,"2375,310,580,594,2652,288,444,1479,1486,240,259,298,2100,977,2144,1060,576,3652,2098,299,1105,2868,932,1477,3033,1573,2587,755,2945"
1522,"864,2375,254,1107,576,3239,1125,1026,1149,714,528,1111,1117,2335,1450,1179,1162,803,1132,1121,3462,1110,2461,3295,3461,2463,2959,2758,1006"
1523,"803,107,1132,1109,2587,254,3190,1107,1149,972,1131,1187,2600,3319,1744,576,3430,1775,1143,1849,1009,1144,1821,1121,1527,1125,2740,1213"
1524,"288,347,1109,254,2375,1121,3342,107,1575,2558,2749,1849,2204,2652,1107,1179,1295,580,1200,1306,3511,3652,467,355,2502,247"
1525,"2899,859,1140,1486,2401,3652,1197,3249,839,803,1884,1768,1161,1060,240,3509,3665,1153,971,863,1067,850,528,862,3442,838,909,582"
1526,"859,1156,1174,852,1118,860,254,909,839,1095,1140,838,893,1768,1026,842,1023,854,1107,856,1216,17,1782,1205,1004,2709,850,1097,2880,868"
1527,"1486,514,310,254,1107,2375,2558,1124,1121,1849,3190,1119,107,528,1125,2945,1161,1117,3652,1564,1060,3249,217,1149,1132,803,1111,240,3342"
1528,"254,2558,2652,1107,2512,580,1121,1109,2749,2375,2776,217,1289,1060,1167,1818,1125,2163,1849,1149,2481,2309,2600,2506,972,743,2204,1133,1130"
1529,"467,1540,738,1738,1450,700,1446,577,1429,703,2416,1421,371,2427,308,69,1407,1477,1697,628,2959,160,368,1126,421,2600,1272,1827,2892,1987"
1530,"859,254,1121,1109,1744,1187,514,594,1107,1105,1296,528,864,2375,1399,2512,1149,1131,1289,3430,2786,1174,1140,1167"
1531,"1121,848,467,576,2100,1168,538,3249,1450,1158,2587,1980,843,1107,2427,2741,107,2945,1130,2263,1051,844,971,1786,579,1193,1178,1279,640,254"
1532,"217,310,288,1174,2652,107,1124,2786,1849,2839,2496,2899,580,2203,1537,2945,2163,229,2098,108,1503,2506,347,2502,993,1585,2795,2702"
1533,"2558,2204,3342,3511,3384,2512,3178,3551,853,2776,1132,3278,803,2481,2559,2144,2163,3322,2675,2404,2794,2502,2485,2960,1051,2503,1780,3385,3127"
1534,"514,594,580,1849,145,3178,1202,1213,1114,1136,1782,848,1211,444,1168,1778,1564,893,1479,1141,1118,1155,1143,3551,1144,2506,2014,3511,1159,964"
1535,"1140,1187,3430,1026,1006,3190,1004,1153,1060,1203,1145,1144,2109,1009,3135,1201,1007,1165,3272,3134,2587,1784,3239,2824,2584,1929,864,3572,2763,2098"
1536,"1849,514,1289,347,803,1105,1026,1130,1167,1818,1213,1132,1109,1782,1125,2593,2512,254,1237,1803,1179,1980,1815,1248,1216,1920,3187,3267,1187,577"
1537,"2652,107,580,576,2587,848,467,1168,3249,1450,3511,3342,3322,3652,3278,1537,1158,1980,3385,3702,971,2100,2945,1170,2741,3551,69,1149,538,1159"
1538,"594,1849,2481,1450,347,1399,217,1744,1259,2600,2839,1067,320,1121,2401,1407,1564,1274,2201,3030,1278,1277,2129,254,2496,1276,709"
1539,"852,853,3204,1193,863,848,1289,1161,862,467,3108,2006,1176,870,1157,1123,1163,844,882,843,893,2022,1130,2880,1169,909,838,1159,1115,868"
1540,"1109,852,528,853,1486,1108,254,2652,1149,909,1161,2786,2776,2204,859,1107,3652,1296,1008,1136,972,1140,1111,3442,860,3249,1193"
1541,"580,1849,1486,310,1121,1289,803,1107,2652,1125,254,3190,1130,1187,1132,1818,1156,288,1118,1111,3430,1167,1775,1109,1144,2427,34,50,714,1203"
1542,"1121,1107,310,2375,1479,514,107,580,347,1564,1849,1109,254,444,1486,467,1200,3342,579,1151,576,1030,700,2652,1450,2014"
1543,"2652,467,2558,2427,444,1486,1446,217,700,1008,1479,2899,2496,1738,2839,371,1429,2932,1272,2709,1296,1477,3033,461,288,1878,1421,738"
1544,"2652,576,2375,2558,864,2786,1276,2204,254,467,1259,1107,1026,3342,1051,1149,2587,3551,1278,2496,3239,1121,1111,1454,803,2512,2776,2401,3652"
1545,"2786,859,852,1109,848,1140,254,1840,863,1115,108,1884,1143,1125,1060,1111,1107,1486,528,844,1289,1105,1112,1153,1119,240,1454,1159"
1546,"580,1619,2204,3190,2132,107,1479,1564,2375,2711,1216,1486,1849,1026,3342,514,254,310,1789,1821,2079,1008,2512,3319,1505,145"
1547,"2652,514,1174,310,1156,2375,2204,859,2558,1026,1619,1216,1105,2959,1140,1109,1564,3178,1159,1782,1149,1115,1575,714,1155,2160,1118,1145"
1548,"2652,2558,2204,514,2512,2144,2776,853,2401,2959,2702,2496,2141,467,2960,3178,2502,2163,2489,2945,2786,217,2481,2384,2483,1780,1124,2866,3310,2559"
1549,"2652,514,467,2600,1168,2959,848,3249,2587,1450,538,2100,1117,1540,1,3509,738,2416,3278,1004,254,703,3652,1296,2758,310,1126,576,3551,1124"
1550,"2652,580,1486,1174,514,310,594,1849,1124,2558,2786,2945,1564,2795,2144,288,50,2401,2203,25,1095,2702,1023,2960,1537,145,2141,3319,36,2098"
1551,"1486,1105,514,2786,1161,844,1109,803,848,2506,852,2749,1176,1140,1156,1130,1132,1118,1018,1296,1124,714,843,1115,1119,1136,1159,2587"
1552,"514,107,1026,310,2786,594,2652,1486,1136,1174,580,288,2204,1105,1151,1782,347,576,1450,1216,1884,240,2375,577,1261,2401"
1553,"1108,2899,1060,859,2163,1004,964,1,2132,1901,582,2481,971,355,1118,1026,1768,2600,854,1900,1216,575,1282,2587,839,958,3166,1399,1009"
1554,"594,1486,1261,444,1149,972,2932,576,368,1479,1538,50,1161,1111,1156,1176,2199,1118,860,1775,1008,1125,461,1023,1446,47,1272,1018,2709,1019"
1555,"310,514,2899,107,1124,1109,288,217,2600,2401,2711,1156,2375,1789,714,860,864,1849,1107,2163,863,1136,576,1117,1216,1564,528"
1556,"2375,514,852,803,1450,844,1132,2899,2132,863,3342,1849,1114,1840,1108,1159,1174,848,1115,843,1486,467,714,859,254,1546,1151,850"
1557,"2652,107,1026,1004,2587,2512,1168,1981,467,2456,1994,1788,1826,254,2496,1789,1960,2013,1126,1980,1306,1187,1167,1450,1170,2593,3267,971,1818,1815"
1558,"254,2375,107,3342,1107,1109,1108,576,1121,1849,467,2709,444,1479,3551,3511,1149,1200,1775,1289,1125,3322,1030,1151,2512,1450,1111,1575,700,972"
1559,"859,1004,1140,528,1486,1161,1149,1125,1174,576,1153,1051,1092,1981,1994,2401,50,964,1208,1884,2709,581,1175,2776,909,1619,1023,1111,1156,2774"
1560,"1108,2558,254,2786,1109,2652,3342,1174,2375,1121,1107,2204,1200,738,2899,3249,2959,1289,1131,1184,909,1216,1450,1133,972,1775,1149,1276,2401,3509"
1561,"288,514,2652,310,2132,2558,1179,2375,1136,2204,1564,2749,1156,1744,2711,2401,854,1575,2144,2702,1546,2456,1619,2960,971,863,736,860,3178"
1562,"2506,1306,247,1564,2960,1167,1105,1289,3267,738,1130,2401,1546,1818,1540,2335,2427,1789,1213,3384,1242,39,310,1250,2375,2496,1296,908,844,1803"
1563,"2786,107,2204,2945,2776,1849,467,217,2512,853,3249,2558,2163,3652,2100,2456,2899,2960,2401,1450,2203,2144,2489,848,1168,2749,538,1193,2958,3665"
1564,"2375,576,444,1450,1446,738,1849,700,3652,3249,1486,1479,2709,2489,2945,1407,3665,1272,2161,371,3187,1477,461,3033,467,1143,107,628,160"
1565,"2786,2132,2652,1174,2204,1105,347,1619,2203,2893,2401,1505,1385,1928,2111,1585,526,458,3249,1594,3567,2899,1399,2470,358,2129,1849,584"
1566,"803,1132,107,3511,3342,1450,3249,1124,1143,1181,1774,467,2587,1168,1159,3652,738,2932,1133,3665,1151,1119,576,288,1844,1172,2737,852,3322,1276"
1567,"528,1125,714,1161,864,1117,254,1111,108,1110,514,863,1176,1119,803,1149,594,1773,1840,1132,1407,580,1157,2709,862,1107,1123,1766,1033"
1568,"2558,2375,2652,1174,576,2899,1564,1744,444,1619,2932,1179,575,310,1149,2600,2132,1546,145,2711,3551,1067,582,1486,355,102,2111,1295"
1569,"1105,514,803,594,2652,1849,310,1156,1118,288,108,1773,1119,1159,863,1766,859,1033,3236,1143,2880,1139,1124,1019,1013,860,1181"
1570,"803,853,1486,1161,1132,852,288,844,3204,1176,843,863,528,1193,862,2006,1157,848,1123,1124,870,3108,714,882,859,1115,3442,1169,2022"
1571,"107,580,1216,2652,514,2132,2558,1140,1026,444,310,1179,3249,1789,1849,1261,1168,1564,1538,1105,1109,2059,288,594,1486,1155,1153,1124"
1572,"107,2506,3511,2481,3384,2960,3178,577,2502,1399,3342,2932,1004,3322,3702,3385,2163,2491,2497,2559,3513,2702,3278,2558,2485,1477,1849,2794,3551,1216"
1573,"1849,3509,3652,3702,3249,3342,3665,3551,347,803,2481,1060,2960,21,2740,1151,2132,1143,1564,3092,3385,3430,2502,1067,1293,3513,1289,2593,3648"
1574,"582,355,575,1901,1179,2163,964,584,1105,3133,2858,1575,971,1187,574,1728,1008,2263,368,1832,1030,2484,358,2593,1216,1920,1450"
1575,"803,1849,1132,2375,1125,1840,576,1108,1289,1109,1149,254,1133,1026,1112,972,1111,1151,1143,1775,1213,1774,2593,909,444,2744,1994,2740,577"
1576,"526,1216,860,1174,2232,856,584,838,2470,1295,842,11,330,855,787,1575,484,854,1442,348,1205,873,1538,2059,1156,427,851,39"
1577,"2652,594,2204,2558,2786,580,1109,2375,254,1026,467,288,2959,1179,1067,577,217,576,2776,3509,1107,145,2512,2100,709,2587,2489,107,1136"
1578,"1109,254,1849,2375,514,1108,1149,576,1107,803,1125,972,1111,1289,444,1132,1121,1479,1133,1151,2709,107,1775,3295,467,2014,1051,1213,1143"
1579,"2132,514,1109,1289,3239,1124,1151,1019,1179,2558,310,803,1119,972,864,1174,1782,1744,2786,254,1775,347,1107,1130,577,2776,108"
1580,"864,844,852,848,843,1130,467,3239,714,909,863,3652,1450,838,628,1136,1123,1125,254,1117,1296,839,1216,3665,1178,1161,108,1849,2709"
1581,"2204,2375,2132,107,3342,3178,2144,1619,1505,2702,2489,1216,2483,1564,2933,2167,1105,1095,2709,1060,2786,2308,993,3511,1849,1454,1085,2749"
1582,"107,1575,2502,2481,2506,2163,1399,1109,1289,1849,2491,217,2376,577,584,743,2347,1017,1095,860,574,3178,3511,993,2794,335,2456,1614,2675,3190"
1583,"2204,2749,2506,2144,2702,2945,1105,2489,2960,2401,2141,2786,2508,2559,2483,3178,107,2384,2558,1742,2958,34,1540,2163,1780,2795,859,3511,853"
1584,"1109,1107,1486,1108,514,2786,1067,1168,2558,254,2401,1121,2203,444,1276,2375,576,310,1009,467,1008,2932,709"
1585,"310,580,1486,594,2204,1619,1109,1505,2652,107,1179,1023,1216,348,288,1821,1200,1564,3133,21,1107,1261,1935,259,1143,2214,1575,2960,577"
1586,"582,714,576,859,1203,444,1486,1115,1143,864,1187,1119,1191,254,575,2204,1849,577,1117,1125,803,580,1289,964,909,1151,288"
1587,"2786,860,2375,288,1108,1018,1107,2204,2749,2600,254,2587,107,1768,1009,1296,854,2489,1124,217,1118,1121,582,1174"
1588,"1187,1060,3430,1174,2587,1296,3190,1203,1213,1144,3509,2899,1008,2600,3249,3135,1009,1179,1108,1067,1175,3133,1168,850,1185,2512,2711"
1589,"1107,528,576,2652,254,864,1149,2375,1121,1111,1125,1117,2587,1179,1110,848,2945,714,1168,1276,107,3239,2335,3462,1537,1162,1595,1051,3249"
1590,"1109,576,1105,347,1149,1782,1136,1200,1141,1783,1202,1778,1208,1139,1111,1211,1107,972,1777,1025,528,1097,1019,1026,1179,1538,3132,1155,2160,2122"
1591,"1008,594,1538,1179,514,467,2652,1479,2600,1202,1105,1026,1141,444,1107,576,2587,1777,2160,1119,1149,528,2708"
1592,"254,714,2652,2132,1105,859,1849,848,514,863,844,1107,864,852,803,2786,843,1118,1159,347,1144,1130,1187,850,1121,2587,2711,853"
1593,"310,288,1849,2558,347,580,1124,107,1818,1168,1018,1289,576,1564,1167,2375,240,1125,2709,3652,2079,1126,3190,1537,1306"
1594,"1486,2652,1140,1060,1008,850,2587,1187,3249,3342,838,1161,1144,1174,1884,1203,1153,853,1109,3190,3430,895,891,1009,3204,1213,2401"
1595,"1109,2786,2652,107,1107,1149,1136,1108,1026,528,576,1008,1168,1121,848,1782,1019,2749,254,1202,467,1141,1538,1208,3249,1110,1139"
1596,"2558,2506,514,1121,254,1107,2960,2508,2427,2512,2401,467,2375,577,1174,1540,1454,1095,3551,2702,2776,3384,1486,1191,2204,1151,628,1742,1115,859"
1597,"107,576,2375,2749,2899,2652,1117,1108,3652,803,2945,1060,288,1132,2587,864,714,2960,3665,2401,3249,1187,240,1004,580"
1598,"864,254,528,2652,2375,1149,1026,576,1117,714,1125,1107,1111,2335,3239,1121,3462,2959,1162,1110,1276,3461,1126,2709,467,2758,3295"
1599,"514,254,1744,1107,1125,1174,1109,310,347,2600,2506,1111,1546,893,1818,2899,1564,145,1517,1493,1171,225,1121,859"
1600,"1109,2512,347,803,1174,576,3239,1026,1121,1187,2587,1289,254,1450,738,3190,1144,1107,1131,1060,1179,1821,1140,2427,1479"
1601,"2786,2652,107,3342,1174,1124,514,347,2709,2899,576,2489,1018,160,2401,1407,1272,2959,1107,1121,628,444,310,1540,1486"
1602,"2786,2204,580,2652,2558,2401,107,1109,310,514,1486,1121,1107,1108,2512,2945,2749,288,1026,594,2489,217,3342,1168,2776,2203,1124,2144"
1603,"2652,2558,2375,1486,2489,2960,2401,1100,444,3342,3551,3249,259,2204,864,1564,1261,2144,576,3178,2786,2831,3652,240,1493"
1604,"594,514,1124,1849,1261,1537,1121,1564,2945,288,2132,1582,36,1023,310,1486,145,2795,25,2235,1117,2960,1019,1357,2684,736,2100,755,2144,977"
1605,"254,514,2489,1108,859,2132,1004,1026,580,3178,3652,1168,1107,1179,1789,1901,582,2702,574,584,1564,2932,347"
1606,"2558,2204,467,444,594,2512,2786,1479,2375,368,580,2776,1450,2489,700,738,254,1407,217,2427,853,2144,2709,3033,1018,2959,2559,1486"
1607,"2786,2652,2749,1124,2776,2496,844,843,576,3342,803,2489,108,1117,848,2144,2401,2945,288,310,528,1781,2709,2141,1774,2204"
1608,"2558,853,2204,738,3342,2512,714,1782,1833,2749,1112,1131,371,1194,852,217,2795,1840,145,3204,1170,1,2899,1738,1140,1203,1126,862"
1609,"2652,2786,514,1486,1105,803,310,1216,1067,1109,288,848,2899,1187,859,1026,1168,1782,1849,3430,1144,2945,709,348,1213,526"
1610,"580,576,1486,1018,444,47,217,1111,1149,1124,2709,288,1789,1493,972,1479,1125,2932,285,864,2375,1261,1246,2496,108,2348,542"
1611,"852,1018,1108,1111,1125,864,2932,2652,254,1060,310,1132,1289,859,2427,1109,2132,2786,1133,2506,1004,2496,803,1789,1849"
1612,"107,1175,577,1112,2744,576,540,3440,3276,2714,3430,586,2209,1213,1192,2715,1840,3137,1120,260,1115,2817,1261,2375,1196,1019,2860,3262,359,860"
1613,"1121,972,2204,467,1131,859,3239,1105,1849,310,1149,1151,580,1175,2899,2652,1018,2203,2512,2163,1782,1479,1026,579,2749"
1614,"1105,1450,3652,1259,2709,3178,1274,576,1126,1782,3249,1619,320,467,1486,2587,2201,1175,1407,3385,3665,1278,2512,444,1276,1987,3551,3706,1576"
1615,"848,3652,3249,3665,844,3509,2945,843,576,3092,1130,863,3648,3702,1537,3703,3706,107,714,3178,2100,1178,852,3385,1004,1191,1168,3190,3670,3278"
1616,"254,1107,107,3342,2375,1849,2652,2204,1789,1121,803,2711,3511,1108,1168,1133,217,2600,1019,1216,2489,1307,1585,1151,1132,1744,2309"
1617,"576,2558,514,2512,1108,254,107,594,310,2899,3551,1450,2375,1107,1179,1051,467,1174,1276,1111,1125,3342,580,2163,1407,2652,2932,1121"
1618,"1067,514,1849,1105,852,859,709,2204,803,1118,2600,2652,863,1134,2587,1187,864,1132,310,594,860,1156,1136,690,714,893,1165,3509"
1619,"852,863,714,864,2132,1118,848,1105,893,1159,844,1156,803,1130,1115,1114,859,1136,1132,860,2880,894,3511,843,1766,1773,1123,3236,2524,3239"
1620,"288,1486,1018,594,1124,1144,1585,1121,47,803,3652,1132,1385,1733,1161,542,285,6,1821,2348,2489,1582,21,2079,1131,3249,3204,1278,217"
1621,"3342,3511,3384,3322,738,1575,3551,2427,1295,3278,528,1446,2932,3509,1421,3249,2945,288,2496,628,2203,467,1564,3670,1738,39,2749,17,1224"
1622,"514,1107,1121,347,714,1119,1019,254,1133,1117,848,864,844,2684,1159,843,1151,1172,1849,1095,1181,2749,1110,3217,1203,1191,1130,1167,1115"
1623,"2652,864,254,1149,714,1117,2375,576,528,1125,1179,1026,3239,1107,1111,467,2709,1296,2204,1187,1162,2959,2335,1110,3295,1446,1450,2463"
1624,"254,2558,1109,2652,1107,528,1149,3249,1133,1126,217,2959,1111,2740,2014,1110,1174,1131,2375,1184,864,848,1821,344,972,2839,3042,1170"
1625,"2652,852,2786,1108,3652,2776,2502,853,909,3249,860,2702,3665,2163,2496,217,2489,3509,1216,2401,1296,3648,1140,2132,2481,2347,3178,3703,2839"
1626,"288,1849,514,2652,3652,2945,1537,594,3249,2506,1564,107,1289,2132,580,736,2100,1546,3092,1124,3665,1503,3342,2684,1306,1818,36"
1627,"576,467,1446,2489,1124,2132,2375,1018,444,3511,2496,1129,3042,34,1509,1158,69,2427,254,6,421,2709,2774,1213,1149,1540,594,371,700"
1628,"2749,1124,2587,2496,1537,1168,1107,1109,2203,1105,467,3249,2899,1132,310,1117,2600,2786,1140,1296,1121,108,1744,594"
1629,"1849,107,576,3342,803,2709,1051,444,3511,1132,1111,972,1407,3652,467,1149,1446,3551,371,700,1125,3295,3249,2489,1272,1479,3322,1486"
1630,"514,1276,1517,2749,1117,2959,34,1259,2100,3249,1493,371,1261,2858,467,1742,1407,2375,594,1306,1595,528,2231,2211,1454,1841,859,2866"
1631,"1105,2132,1144,1213,1619,2204,3342,1179,850,803,2489,1178,2587,2899,2786,3135,1744,971,2652,1203,1187,2600,348,1505,1,1216,1168,895"
1632,"1117,863,1121,1110,864,1107,254,108,528,2098,1840,1109,1119,714,1133,1139,1141,3249,1115,803"
1633,"2652,107,3342,467,1168,848,3511,2100,3249,1450,3652,2945,1537,1178,34,1307,1479,1849,3322,579,1789,335,1159,576,2600,1158,260,3178,3665,2401"
1634,"2899,1174,1575,2959,2163,2427,1450,526,738,467,2232,145,860,787,330,584,371,2308,484,703,368,2111,2470,3032,1121,1738"
1635,"1126,538,217,852,848,1840,1112,2587,254,1067,1486,1276,1289,1187,1170,3551,1026,1117,1585,1191,1121,1446"
1636,"2786,2749,2945,580,1849,107,217,288,2489,2506,2401,2203,1105,2960,2652,2508,1595,2795,2144,2958,1124,2127,736,2496,2100,2839"
1637,"467,2652,1450,576,2375,2587,738,2427,1540,2959,1259,971,848,1407,1454,1421,3249,320,2709,308,1738,1168,2201,1051,1274,1697,1595,1158,2263,628"
1638,"580,2652,1105,3652,3249,859,310,1179,1067,1140,2749,3178,1109,1486,709,1004,1168,3509,3665,1134,1161,2945,3092,3702,690,3278,3648,576,1216"
1639,"2489,2132,288,2652,972,1018,594,107,347,217,2945,1849,1149,1289,2558,3652,3342,1564,368,467,2899,310,2384,2702,3187"
1640,"107,2652,1849,576,2375,467,444,2558,2204,3342,2132,2932,2749,371,1450,1259,1575,1841,852,288,1136,1503,3187,1200,347,1407,1179,1306,1733"
1641,"576,288,2375,1849,2558,107,1124,2427,310,1486,2652,1018,3652,2959,444,217,1274,2709,3551,1174,1306,1168,2795,467,1595,1575"
1642,"803,1132,254,1289,1105,1144,1775,852,3190,3135,108,1060,1774,1119,3134,3239,1213,1187,1125,1172,1161,1203,1181,1107,859,1818,1140,3272,1153"
1643,"444,1125,1161,1818,803,864,844,1167,580,1289,972,1486,843,594,576,2932,1149,2558,1132,1018,1237,368,2375,2489,1176,2709"
1644,"2558,580,1849,310,3342,1121,2512,3551,1107,1486,3178,2401,1575,1151,2899,2959,2932,1124,2203,254,217,1108,1131,3190,2866,47,3652,2795,853"
1645,"1060,254,1108,1789,3342,2749,964,3190,2593,3551,347,1901,1964,2427,3430,2820,1619,1826,844,1178,1187,1900,3319,1107"
1646,"3249,3652,2945,803,1840,1095,1132,1216,2235,3665,1140,1023,848,3092,3187,2489,3703,3702,1143,580,1125,2705,2868,1158,1295,1175,1733,3706,2756"
1647,"1107,1111,3190,1744,1125,1276,347,580,254,1121,355,1399,1446,575,1060,1296,3430,1124,1108,444,1112,2558,582,1004"
1648,"2652,2375,852,2899,848,1486,1161,514,2489,844,1179,576,1140,1108,843,803,1144,3249,444,1158,1,2587,528,2512,1176,1178,1149,1115"
1649,"2652,803,714,514,1117,864,852,310,1132,254,1107,580,528,1110,860,1156,863,1136,594,848,1119,1105,2375,1124,1185,2758,1118,1121,1161"
1650,"514,254,2786,1026,1107,2375,803,347,1108,1174,288,1132,2204,2899,1124,1121,1018,1179,2132,467,2163,1111,1109,310,2100,576,575,2593"
1651,"1849,580,1111,310,738,1159,1276,2375,1125,3342,1486,1143,2427,1259,1274,1278,1114,308,2960,2709,2335,1051,1454,3511,1407,3249,467,1730,1450,1118"
1652,"107,2587,1168,848,971,260,576,1789,1849,3511,577,1109,1575,1980,1399,467,1095,1185,3219,2079,743,1307,1004,1454,1008,1124,2481,511,347,335"
1653,"2652,2786,2945,3249,3652,1168,3509,2506,2401,2702,3665,2960,217,1537,2203,3092,3703,577,2489,3648,2600,848,2508,1067,2958,2141,1216,3342,1595,1296"
1654,"2652,594,108,528,2945,1105,1119,1023,3187,1139,1161,1840,240,2702,2235,1019,2489,1172,1110,1124,1140,1773,859,1896,848,157,3430,1884"
1655,"3342,347,1107,2652,1744,2375,1179,1849,107,2600,2786,310,254,2558,1026,1399,1121,2481,2496,444,217,102,576,2309,3030,1174,2820,3652"
1656,"3342,3511,1575,3384,3551,3322,3278,3178,3513,3670,1149,2932,3385,3509,2959,3281,576,3652,1109,2795,347,2456,3556,1821,3476,1493,738,2559,3702,3249"
1657,"310,2899,1026,859,1179,582,355,2163,964,575,3509,1124,1901,971,839,2593,1004,288,1728,39,3166,958,2600,2959,2401,2484,1898,1105"
1658,"1107,254,1067,1125,1110,709,1174,2489,2401,528,1108,217,1140,852,1540,690,2203,1121,1105,803,2711,240,594,2899"
1659,"107,1450,467,576,3511,2427,574,1421,579,358,1279,2684,538,47,2558,2932,371,1944,1827,2497,146,1174,3462,848,2204,335,3385,3551,1168"
1660,"310,1105,288,580,514,2652,3249,1108,2489,2132,3652,1564,852,2945,2786,528,298,2868,2702,299,259,2137,736,57,1537,1085,1585,1782,1172"
1661,"594,310,1849,107,1124,1023,1143,288,1018,577,259,1175,1261,3187,1205,2489,2144,1092,3037,502,977,36,1564,145,1100,57,755,1189,240"
1662,"580,2652,514,2558,2204,288,1168,576,1450,467,2375,594,1486,538,310,1136,2959,2702,1149,848,1158,2100,3249,2129,1124,1821,3178,2144,2839,3295"
1663,"310,1564,107,1849,514,288,2749,145,1109,580,2945,2932,2652,1454,1619,1121,1575,1295,577,1546,594,1503,3249,1107,1537,1140,2308,1200,516"
1664,"2652,1575,2496,107,2401,2600,3030,1109,355,217,1744,1505,575,39,1399,2502,582,859,993,1017,47,1197,1774,467,428,2786,1026,1110,1619"
1665,"1121,1107,1111,254,1125,1450,2427,1026,1149,576,2375,1276,1259,3239,2959,3295,1278,1179,864,738,467,2439,528,1051,1274,1277,2097,2263,2335,320"
1666,"514,580,803,347,310,1124,254,1564,1109,1132,1174,1486,577,2506,1849,2375,1018,1744,2587,576,1575,2652,1095,1289,594,2079"
1667,"803,594,1849,3342,1143,1019,738,577,1171,1133,1151,1115,1181,1112,1450,1132,1119,1159,1175,467,1486,444,972,2740,1774"
1668,"580,310,107,852,859,514,1108,594,1107,1159,863,803,1115,1185,848,1114,1118,1132,1143,860,1840,1105,2880,909,1168,893,1766,47,853"
1669,"2652,2204,107,2786,852,2163,2401,1505,2899,1100,2098,853,484,2129,2839,1174,259,2702,2203,2144,2959,1385,1928,538,2893,17,229"
1670,"2652,514,594,310,1564,577,347,288,3187,2749,1023,2587,1261,2932,1216,145,2593,2456,1095,1296,259,1994,1619,3133,2786,1008,1295"
1671,"2456,844,1110,528,714,1108,864,1067,852,859,2652,709,843,839,1118,866,909,850,1130,1117,2463,1505,254,848,1100"
1672,"1849,2652,254,2375,1109,2786,107,1107,347,2132,576,1289,803,1200,1125,1149,1619,972,2489,1121,444,1775,2401,1479,1132,1505,1111,1151,2740,909"
1673,"1450,254,467,2899,1026,1179,2959,1109,738,1107,1121,2481,1399,1259,1833,2163,1832,1421,2427,1925,1575,308,1293,1738,1278,1277,2820,3384,1275"
1674,"2652,2204,1026,1505,2401,2163,355,2959,582,1100,575,3178,1538,1179,2129,1486,2593,2702,1168,1156,1261,1136,2899,2839,467,2144,3239"
1675,"1111,2375,107,1125,738,1849,467,254,1289,1109,528,3551,2959,864,1051,908,308,3239,1149,1026,1818,1107,576,1191"
1676,"1109,1026,2512,1107,2749,582,1179,1901,1900,1191,581,859,1450,2786,958,1108,965,2593,576,583,1306,1898"
1677,"3342,107,1486,217,2427,1051,2502,3511,3652,3509,2163,2512,3384,2481,3249,3551,1849,1111,2144,2932,355,582,3190,2558,853,2776,1026,1131,3278,1446"
1678,"2899,2375,1121,254,2558,1107,2427,2163,3551,3509,1067,1486,2786,709,2960,32,2932,2506,2489,1517,2749,1493,628,3652,3249,1134,355,2866"
1679,"2786,2652,2558,2776,3342,2496,2512,107,217,467,576,2749,2163,2481,3551,848,853,2203,2309,1051,2401,1168,2899,3249,2945,2506,2384,3511"
1680,"2932,1849,1107,1105,2558,2542,3217,1109,2776,1276,2508,1929,1108,358,576,1098,1839,1803,860"
1681,"1107,803,1132,254,2512,514,1179,528,1168,1105,1108,1121,2587,1789,1167,1026,1216,1004,1782,1119,2711,467,2776,1019,2593,1818,1125,108,2758"
1682,"803,864,1132,714,1109,1117,1140,254,1107,1105,1289,1130,1187,1167,1110,2489,3239,1818,108,1200,1153,1006,2587,1125,1156,1026,1119,1237,852,1133"
1683,"2652,1179,1136,1782,1216,2456,1168,1155,2160,1538,1783,2512,2214,2593,1779,1789,1109,3294,1841,1821,2535,2542,1202,1777,1920,1964,2708,972,1211"
1684,"2652,514,2899,594,1179,803,467,580,3509,2600,3249,1849,254,3652,3551,2786,2163,3342,1132,2512,2132,2401,1026,859,3178,1168,576"
1685,"288,2652,1168,2558,852,1143,2587,1140,2945,2960,1849,1789,1167,844,859,1884,1179,1145,843,1159,254,893,1153,1121,1109,1261,1980,3135"
1686,"576,2652,3249,3652,1149,2100,860,1158,2587,2741,848,467,3278,444,3551,2740,1168,1060,3322,1196,2375,1503,3702,2742,1293,69,3342,1136,3670,107"
1687,"2587,1505,2652,1168,1486,2204,2600,848,2899,859,2711,3430,3190,1744,2991,2129,3342,1282,1537,2214,2502,3133,1008,2496,3135"
1688,"2786,1067,2204,709,3249,217,2558,1134,2456,2839,690,1276,3652,2489,3509,2899,1259,1595,2945,1278,1407,528,1197,1503,2702,538,1126,1110"
1689,"2558,580,2375,1450,467,1109,254,1200,444,1479,2776,1107,1184,1004,1121,700,738,2709,2416,371,2959,579,1026,1935,308,1276,340"
